work_id,name,role,instrument
2246*,"Macmillen, Francis",S,Violin
2246*,"Macmillen, Francis",S,Violin
50969*,"Kocian, Jaroslav",S,Violin
6236*,"Mahler, Gustav",S,Harpsichord
9004*14,No Soloist,S,Other
6236*,"Mahler, Gustav",S,Harpsichord
9004*14,No Soloist,S,Other
6236*,"Mahler, Gustav",S,Harpsichord
9004*14,No Soloist,S,Other
6236*,"Mahler, Gustav",S,Harpsichord
9004*14,No Soloist,S,Other
6236*,"Mahler, Gustav",S,Harpsichord
9004*14,No Soloist,S,Other
1456*,"Gurowitsch, Sara",S,Cello
1456*,"Gurowitsch, Sara",S,Cello
6236*,"Mahler, Gustav",S,Harpsichord
9004*14,No Soloist,S,Other
3548*,"Scharwenka, Franz Xaver",S,Piano
3548*,"Scharwenka, Franz Xaver",S,Piano
4073*,"Dethier, Edouard",S,Violin
4073*,"Dethier, Edouard",S,Violin
4073*,"Dethier, Edouard",S,Violin
10245*1,"Mulford, Florence",S,Alto
10245*1,"Dodge, Elizabeth",S,Unspecified Voice
10245*1,"Lashanska, Hulda",S,Soprano
10245*1,"Showalter, Edna",S,Soprano
10245*1,"Bowman, Beatrice",S,Unspecified Voice
10245*1,"Wheeler, William",S,Unspecified Voice
10245*1,"Burleigh, T. H.",S,Unspecified Voice
10245*1,"Jahn, Edmund A.",S,Bass
10245*1,Children's Chorus,S,Children's Chorus
3188*,Choir Boys of St. George's Church,S,Children's Chorus
10516*,Choir Boys of St. George's Church,S,Children's Chorus
10515*,Choir Boys of St. George's Church,S,Children's Chorus
10517*,Choir Boys of St. George's Church,S,Children's Chorus
10245*2,"Mulford, Florence",S,Alto
10245*2,"Dodge, Elizabeth",S,Unspecified Voice
10245*2,"Lashanska, Hulda",S,Soprano
10245*2,"Showalter, Edna",S,Soprano
10245*2,"Bowman, Beatrice",S,Unspecified Voice
10245*2,"Wheeler, William",S,Unspecified Voice
10245*2,"Burleigh, T. H.",S,Unspecified Voice
10245*2,"Jahn, Edmund A.",S,Bass
10245*2,Children's Chorus,S,Children's Chorus
10245*1,"Mulford, Florence",S,Alto
10245*1,"Dodge, Elizabeth",S,Unspecified Voice
10245*1,"Lashanska, Hulda",S,Soprano
10245*1,"Showalter, Edna",S,Soprano
10245*1,"Bowman, Beatrice",S,Unspecified Voice
10245*1,"Wheeler, William",S,Unspecified Voice
10245*1,"Burleigh, T. H.",S,Unspecified Voice
10245*1,"Jahn, Edmund A.",S,Bass
10245*1,Children's Chorus,S,Children's Chorus
3188*,Choir Boys of St. George's Church,S,Children's Chorus
10516*,Choir Boys of St. George's Church,S,Children's Chorus
10515*,Choir Boys of St. George's Church,S,Children's Chorus
10517*,Choir Boys of St. George's Church,S,Children's Chorus
10245*2,"Mulford, Florence",S,Alto
10245*2,"Dodge, Elizabeth",S,Unspecified Voice
10245*2,"Lashanska, Hulda",S,Soprano
10245*2,"Showalter, Edna",S,Soprano
10245*2,"Bowman, Beatrice",S,Unspecified Voice
10245*2,"Wheeler, William",S,Unspecified Voice
10245*2,"Burleigh, T. H.",S,Unspecified Voice
10245*2,"Jahn, Edmund A.",S,Bass
10245*2,Children's Chorus,S,Children's Chorus
50964*2,"Clement, Edmond",S,Tenor
6314*,"Clement, Edmond",S,Tenor
1890*2,"Clement, Edmond",S,Tenor
51461*,Macdowell Chorus,S,Chorus
3111*,"Clement, Edmond",S,Tenor
3111*,Macdowell Chorus,S,Chorus
50964*2,"Clement, Edmond",S,Tenor
6314*,"Clement, Edmond",S,Tenor
1890*2,"Clement, Edmond",S,Tenor
51461*,Macdowell Chorus,S,Chorus
3111*,"Clement, Edmond",S,Tenor
3111*,Macdowell Chorus,S,Chorus
50964*2,"Clement, Edmond",S,Tenor
6314*,"Clement, Edmond",S,Tenor
1890*2,"Clement, Edmond",S,Tenor
51461*,Macdowell Chorus,S,Chorus
3111*,"Clement, Edmond",S,Tenor
3111*,Macdowell Chorus,S,Chorus
9001*8,"Nordica, Lillian",S,Soprano
9001*13,"Berthald, Barron",S,Tenor
9006*16,"Nordica, Lillian",S,Soprano
9006*16,"Berthald, Barron",S,Tenor
9006*3,"Nordica, Lillian",S,Soprano
3548*,"Bachaus, Wilhelm",S,Piano
3548*,"Bachaus, Wilhelm",S,Piano
51051*,"Mero, Yolanda",S,Piano
51051*,"Mero, Yolanda",S,Piano
52551*4,"Gadski, Johanna",S,Soprano
52551*3,"Gadski, Johanna",S,Soprano
52551*2,"Gadski, Johanna",S,Soprano
52551*5,"Gadski, Johanna",S,Soprano
9004*14,No Soloist,S,Other
52551*4,"Gadski, Johanna",S,Soprano
52551*3,"Gadski, Johanna",S,Soprano
52551*2,"Gadski, Johanna",S,Soprano
52551*5,"Gadski, Johanna",S,Soprano
9004*14,No Soloist,S,Other
9005*4,"Nordica, Lillian",S,Soprano
9005*10,"Nordica, Lillian",S,Soprano
9005*10,"Berthald, Barron",S,Tenor
9008*12,"Mannes, David",A,Violin
9004*8,"Nordica, Lillian",S,Soprano
9004*8,"Berthald, Barron",S,Tenor
9004*8,"Mulford, Florence",A,Alto
9004*14,"Nordica, Lillian",S,Soprano
8847*9,"Clement, Edmond",S,Tenor
6505*3,"Gluck, Alma",S,Soprano
52647*2,"Gluck, Alma",S,Soprano
9435*,"Gluck, Alma",S,Soprano
9436*,"Gluck, Alma",S,Soprano
9438*1,"Kefer, Paul",A,Cello
1890*6,"Gluck, Alma",S,Soprano
1890*6,"Clement, Edmond",S,Tenor
8999*5,"Gadski, Johanna",S,Soprano
9003*4,"Gadski, Johanna",S,Soprano
9006*3,"Gadski, Johanna",S,Soprano
8999*5,"Gadski, Johanna",S,Soprano
9003*4,"Gadski, Johanna",S,Soprano
9006*3,"Gadski, Johanna",S,Soprano
7048*,"Connell, Horatio",S,Vocalist
2068*,Unknown Soloist,S,Violin
54089*,"Alten, Bella",S,Soprano
54089*,"Alten, Bella",S,Soprano
9001*3,"Rennyson, Gertrude",S,Vocalist
9001*3,"Braun, J.F.",S,Vocalist
9003*15,"Rennyson, Gertrude",S,Vocalist
52551*5,"Mannes, David",S,Violin
9003*4,"Gadski, Johanna",S,Soprano
8999*5,"Gadski, Johanna",S,Soprano
9004*14,"Gadski, Johanna",S,Soprano
9003*4,"Gadski, Johanna",S,Soprano
8999*5,"Gadski, Johanna",S,Soprano
9004*14,"Gadski, Johanna",S,Soprano
9003*4,"Gadski, Johanna",S,Soprano
9003*8,"Gadski, Johanna",S,Soprano
52551*5,"Gadski, Johanna",S,Soprano
9004*14,"Gadski, Johanna",S,Soprano
2068*,"Zimbalist, Efrem",S,Violin
2344*,"Mannes, David",S,Violin
3296*,"Borchard, Adolphe",S,Piano
52608*,"Hutcheson, Ernest",S,Piano
9007*1,"Bispham, David Scull",S,Baritone
6401*4,"Bispham, David Scull",S,Baritone
9007*1,"Bispham, David Scull",S,Baritone
6401*4,"Bispham, David Scull",S,Baritone
3908*,"Saslavsky, Alexander",S,Violin
9007*1,"Bispham, David Scull",S,Baritone
6401*4,"Bispham, David Scull",S,Baritone
50317*1,"Kirkby-Lunn, Louise",S,Contralto
50317*2,"Kirkby-Lunn, Louise",S,Contralto
50317*3,"Kirkby-Lunn, Louise",S,Contralto
50317*4,"Kirkby-Lunn, Louise",S,Contralto
6323*,"Sealy, Frank L.",A,Organ
50317*1,"Kirkby-Lunn, Louise",S,Contralto
50317*2,"Kirkby-Lunn, Louise",S,Contralto
50317*3,"Kirkby-Lunn, Louise",S,Contralto
50317*4,"Kirkby-Lunn, Louise",S,Contralto
6323*,"Sealy, Frank L.",A,Organ
6236*,"Mahler, Gustav",S,Harpsichord
9276*,"Schulz, Leo",A,Cello
1867*2,"Duncan, Isadora",S,Dancer
1867*3,"Duncan, Isadora",S,Dancer
1867*4,"Duncan, Isadora",S,Dancer
1867*5,"Duncan, Isadora",S,Dancer
9008*15,"Duncan, Isadora",S,Dancer
9003*7,"Duncan, Isadora",S,Dancer
9007*10,"Duncan, Isadora",S,Dancer
6236*,"Mahler, Gustav",S,Harpsichord
9276*,"Schulz, Leo",A,Cello
7828*,"Macmillen, Francis",S,Violin
7828*,"Macmillen, Francis",S,Violin
52502*,"Fradkin, Fredric",S,Violin
181*1,"Duncan, Isadora",S,Dancer
181*6,"Duncan, Isadora",S,Dancer
181*6,Chorus,S,Chorus
181*10,"Duncan, Isadora",S,Dancer
181*9,"Duncan, Isadora",S,Dancer
181*9,Chorus,S,Chorus
181*11,"Duncan, Isadora",S,Dancer
181*11,"Mulford, Florence",S,Contralto
181*2,"Duncan, Isadora",S,Dancer
181*2,"Mulford, Florence",S,Contralto
181*13,"Duncan, Isadora",S,Dancer
181*14,"Duncan, Isadora",S,Dancer
181*14,Chorus,S,Chorus
181*5,"Duncan, Isadora",S,Dancer
181*22,"Duncan, Isadora",S,Dancer
181*22,Chorus,S,Chorus
181*17,"Duncan, Isadora",S,Dancer
181*17,"Mulford, Florence",S,Contralto
181*17,Chorus,S,Chorus
181*23,"Duncan, Isadora",S,Dancer
181*23,Chorus,S,Chorus
181*21,"Duncan, Isadora",S,Dancer
181*21,"Mulford, Florence",S,Contralto
181*19,"Duncan, Isadora",S,Dancer
181*19,Chorus,S,Chorus
181*28,"Duncan, Isadora",S,Dancer
181*28,"Mulford, Florence",S,Contralto
181*29,"Duncan, Isadora",S,Dancer
181*29,Chorus,S,Chorus
181*24,"Duncan, Isadora",S,Dancer
181*4,"Duncan, Isadora",S,Dancer
181*4,"Barrere [Barrère], Georges",A,Flute
181*27,"Duncan, Isadora",S,Dancer
181*7,"Duncan, Isadora",S,Dancer
181*7,"Duncan, Isadora",S,Dancer
181*15,"Duncan, Isadora",S,Dancer
181*15,"Mulford, Florence",S,Contralto
181*15,Chorus,S,Chorus
10469*,"Duncan, Isadora",S,Dancer
181*1,"Duncan, Isadora",S,Dancer
181*6,"Duncan, Isadora",S,Dancer
181*6,Chorus,S,Chorus
181*10,"Duncan, Isadora",S,Dancer
181*9,"Duncan, Isadora",S,Dancer
181*9,Chorus,S,Chorus
181*11,"Duncan, Isadora",S,Dancer
181*11,"Mulford, Florence",S,Contralto
181*2,"Duncan, Isadora",S,Dancer
181*2,"Mulford, Florence",S,Contralto
181*13,"Duncan, Isadora",S,Dancer
181*14,"Duncan, Isadora",S,Dancer
181*14,Chorus,S,Chorus
181*5,"Duncan, Isadora",S,Dancer
181*22,"Duncan, Isadora",S,Dancer
181*22,Chorus,S,Chorus
181*17,"Duncan, Isadora",S,Dancer
181*17,"Mulford, Florence",S,Contralto
181*17,Chorus,S,Chorus
181*23,"Duncan, Isadora",S,Dancer
181*23,Chorus,S,Chorus
181*21,"Duncan, Isadora",S,Dancer
181*21,"Mulford, Florence",S,Contralto
181*19,"Duncan, Isadora",S,Dancer
181*19,Chorus,S,Chorus
181*28,"Duncan, Isadora",S,Dancer
181*28,"Mulford, Florence",S,Contralto
181*29,"Duncan, Isadora",S,Dancer
181*29,Chorus,S,Chorus
181*24,"Duncan, Isadora",S,Dancer
181*4,"Duncan, Isadora",S,Dancer
181*4,"Barrere [Barrère], Georges",A,Flute
181*27,"Duncan, Isadora",S,Dancer
181*7,"Duncan, Isadora",S,Dancer
181*7,"Duncan, Isadora",S,Dancer
181*15,"Duncan, Isadora",S,Dancer
181*15,"Mulford, Florence",S,Contralto
181*15,Chorus,S,Chorus
10469*,"Duncan, Isadora",S,Dancer
6331*,"Consolo, Ernesto",S,Piano
6331*,"Consolo, Ernesto",S,Piano
9276*,"Schulz, Leo",A,Cello
52608*,"Hutcheson, Ernest",S,Piano
2956*16,"Duncan, Isadora",S,Dancer
2956*17,"Duncan, Isadora",S,Dancer
5454*4,"Duncan, Isadora",S,Dancer
5454*5,"Duncan, Isadora",S,Dancer
5454*6,"Duncan, Isadora",S,Dancer
7908*,"Kefer, Paul",S,Cello
9004*14,No Soloist,S,Other
6401*1,"Hamlin, George",S,Tenor
3254*4,"Hamlin, George",S,Tenor
6401*1,"Hamlin, George",S,Tenor
3254*4,"Hamlin, George",S,Tenor
836*11,"Kirkby-Lunn, Louise",S,Contralto
836*4,"Kirkby-Lunn, Louise",S,Contralto
6361*,"Kirkby-Lunn, Louise",S,Contralto
6361*,"Noble, Marion",A,Soprano
6361*,Macdowell Chorus,A,Chorus
51461*,Macdowell Chorus,A,Chorus
3685*,"Parlow, Kathleen",S,Violin
563*,"Powell, Maud",S,Violin
563*,"Powell, Maud",S,Violin
2344*,"Mannes, David",S,Violin
6798*,"Clark, Charles W.",S,Vocalist
6798*,"Damrosch, Walter",A,Piano
9329*,"Clark, Charles W.",S,Vocalist
2344*,"Mannes, David",S,Violin
6798*,"Clark, Charles W.",S,Vocalist
7514*,"Stojowski, Sigismond",S,Piano
2229*,"Parlow, Kathleen",S,Violin
9004*14,No Soloist,S,Other
9006*14,"Schumann-Heink, Ernestine",S,Contralto
9000*8,"Schumann-Heink, Ernestine",S,Contralto
9006*14,"Schumann-Heink, Ernestine",S,Contralto
9000*8,"Schumann-Heink, Ernestine",S,Contralto
9004*14,No Soloist,S,Other
8405*,"Alexander, Hudson",S,Soprano
8405*,"Kitchell, Charles M.",S,Tenor
8405*,"Sylvan, Bertram",S,Baritone
8405*,"Shelke, W.F.",S,Bass
836*11,"Kirkby-Lunn, Louise",S,Contralto
836*4,"Kirkby-Lunn, Louise",S,Contralto
836*11,"Kirkby-Lunn, Louise",S,Contralto
836*4,"Kirkby-Lunn, Louise",S,Contralto
9004*14,No Soloist,S,Other
2956*16,"Duncan, Isadora",S,Dancer
2956*17,"Duncan, Isadora",S,Dancer
181*4,"Duncan, Isadora",S,Dancer
5454*4,"Duncan, Isadora",S,Dancer
5454*5,"Duncan, Isadora",S,Dancer
5454*6,"Duncan, Isadora",S,Dancer
10591*,"Duncan, Isadora",S,Dancer
2978*,"Duncan, Isadora",S,Dancer
2528*,"Hofmann, Josef",S,Piano
2528*,"Hofmann, Josef",S,Piano
2528*,"Ornstein, Leo",S,Piano
51060*,"Harris, George, Jr.",S,Tenor
51060*,Chorus,S,Mens Chorus
51164*,"Bauer, Harold",S,Piano
9430*,"Bauer, Harold",S,Piano
51046*,"Bauer, Harold",S,Piano
3213*,"Zimbalist, Efrem",S,Violin
3213*,"Zimbalist, Efrem",S,Violin
4073*,"Zimbalist, Efrem",S,Violin
8999*5,"Gadski, Johanna",S,Soprano
9003*4,"Gadski, Johanna",S,Soprano
9004*14,"Gadski, Johanna",S,Soprano
8999*5,"Gadski, Johanna",S,Soprano
9003*4,"Gadski, Johanna",S,Soprano
9004*14,"Gadski, Johanna",S,Soprano
53905*,"Mannes, David",A,Violin
53905*,"Saslavsky, Alexander",A,Violin
53905*,"Kefer, Paul",A,Cello
8999*5,"Gadski, Johanna",S,Soprano
9003*4,"Gadski, Johanna",S,Soprano
9004*14,"Gadski, Johanna",S,Soprano
50265*,"Parlow, Kathleen",S,Violin
8999*7,"Hess, Ludwig",S,Tenor
9000*5,"Hess, Ludwig",S,Tenor
8834*4,"Gadski, Johanna",S,Soprano
9004*14,"Gadski, Johanna",S,Soprano
8834*4,"Gadski, Johanna",S,Soprano
9004*14,"Gadski, Johanna",S,Soprano
3213*,"Zimbalist, Efrem",S,Violin
10572*1,"Reusch, Helen",S,Vocalist
10572*1,"Damrosch, Walter",A,Piano
10572*4,"Reusch, Helen",S,Vocalist
10572*4,"Damrosch, Walter",A,Piano
10575*3,"Reusch, Helen",S,Vocalist
10575*3,"Damrosch, Walter",A,Piano
7174*4,"Reusch, Helen",S,Vocalist
7174*4,"Damrosch, Walter",A,Piano
3904*,"Mannes, David",S,Violin
1518*,"Schulz, Leo",S,Cello
9004*4,"Nordica, Lillian",S,Soprano
9004*14,"Nordica, Lillian",S,Soprano
9004*4,"Nordica, Lillian",S,Soprano
616*,"Nordica, Lillian",S,Soprano
616*,"Simmons, E. Romayne",A,Piano
2502*,"Nordica, Lillian",S,Soprano
2502*,"Simmons, E. Romayne",A,Piano
628*,"Nordica, Lillian",S,Soprano
628*,"Simmons, E. Romayne",A,Piano
2830*,"Nordica, Lillian",S,Soprano
2830*,"Simmons, E. Romayne",A,Piano
9004*4,"Nordica, Lillian",S,Soprano
616*,"Nordica, Lillian",S,Soprano
616*,"Simmons, E. Romayne",A,Piano
2502*,"Nordica, Lillian",S,Soprano
2502*,"Simmons, E. Romayne",A,Piano
628*,"Nordica, Lillian",S,Soprano
628*,"Simmons, E. Romayne",A,Piano
2830*,"Nordica, Lillian",S,Soprano
2830*,"Simmons, E. Romayne",A,Piano
1389*,"Bauer, Harold",S,Piano
1389*,"Bauer, Harold",S,Piano
10576*,"Meyn, Heinrich",S,Bass
8849*17,"Meyn, Heinrich",S,Bass
8406*,"Saslavsky, Alexander",A,Violin
8406*,"Burstine, Arkadie",A,Violin
8406*,"Kefer, Paul",A,Cello
51046*,"Stojowski, Sigismond",S,Piano
9003*4,"Krueger, Adele",S,Vocalist
8963*3,"Hinkle, Florence",S,Soprano
8963*1,"Wells, Barnes John",S,Vocalist
551*,"Bauer, Harold",S,Piano
3281*,"Shattuck, Arthur",S,Piano
5643*,"Gallico, Paolo",S,Piano
9004*14,No Soloist,S,Other
616*,"Nordica, Lillian",S,Soprano
616*,"Simmons, E. Romayne",A,Piano
619*,"Nordica, Lillian",S,Soprano
619*,"Simmons, E. Romayne",A,Piano
628*,"Nordica, Lillian",S,Soprano
628*,"Simmons, E. Romayne",A,Piano
2830*,"Nordica, Lillian",S,Soprano
2830*,"Simmons, E. Romayne",A,Piano
9006*3,"Nordica, Lillian",S,Soprano
616*,"Nordica, Lillian",S,Soprano
616*,"Simmons, E. Romayne",A,Piano
619*,"Nordica, Lillian",S,Soprano
619*,"Simmons, E. Romayne",A,Piano
628*,"Nordica, Lillian",S,Soprano
628*,"Simmons, E. Romayne",A,Piano
2830*,"Nordica, Lillian",S,Soprano
2830*,"Simmons, E. Romayne",A,Piano
9006*3,"Nordica, Lillian",S,Soprano
52655*3,Musical Art Society,S,Vocal Quartet
52655*3,"Goold, Edith Chapman",A,Soprano
52655*3,"Learned, Ellen",A,Contralto
52655*3,"Wheeler, William",A,Tenor
52655*3,"Jahn, Edmund A.",A,Bass
10578*,"Goold, Edith Chapman",A,Soprano
10578*,"Learned, Ellen",A,Contralto
10578*,"Wheeler, William",A,Tenor
10578*,"Jahn, Edmund A.",A,Bass
10578*,Musical Art Society,S,Vocal Quartet
10579*,Musical Art Society,S,Vocal Quartet
10579*,"Goold, Edith Chapman",A,Soprano
10579*,"Learned, Ellen",A,Contralto
10579*,"Wheeler, William",A,Tenor
10579*,"Jahn, Edmund A.",A,Bass
4139*,Musical Art Society,S,Vocal Quartet
4139*,"Goold, Edith Chapman",A,Soprano
4139*,"Learned, Ellen",A,Contralto
4139*,"Wheeler, William",A,Tenor
4139*,"Jahn, Edmund A.",A,Bass
5611*,Musical Art Society,S,Vocal Quartet
5611*,"Goold, Edith Chapman",A,Soprano
5611*,"Learned, Ellen",A,Contralto
5611*,"Wheeler, William",A,Tenor
5611*,"Jahn, Edmund A.",A,Bass
948*13,Musical Art Society,S,Vocal Quartet
948*13,"Goold, Edith Chapman",A,Soprano
948*13,"Learned, Ellen",A,Contralto
948*13,"Wheeler, William",A,Tenor
948*13,"Jahn, Edmund A.",A,Bass
948*14,Musical Art Society,S,Vocal Quartet
948*14,"Goold, Edith Chapman",A,Soprano
948*14,"Learned, Ellen",A,Contralto
948*14,"Wheeler, William",A,Tenor
948*14,"Jahn, Edmund A.",A,Bass
10580*,Musical Art Society,S,Vocal Quartet
10580*,"Goold, Edith Chapman",A,Soprano
10580*,"Learned, Ellen",A,Contralto
10580*,"Wheeler, William",A,Tenor
10580*,"Jahn, Edmund A.",A,Bass
5877*,Musical Art Society,S,Vocal Quartet
5877*,"Goold, Edith Chapman",A,Soprano
5877*,"Learned, Ellen",A,Contralto
5877*,"Wheeler, William",A,Tenor
5877*,"Jahn, Edmund A.",A,Bass
51042*2,Musical Art Society,S,Vocal Quartet
51042*2,"Goold, Edith Chapman",A,Soprano
51042*2,"Learned, Ellen",A,Contralto
51042*2,"Wheeler, William",A,Tenor
51042*2,"Jahn, Edmund A.",A,Bass
10581*,Musical Art Society,S,Vocal Quartet
10581*,"Goold, Edith Chapman",A,Soprano
10581*,"Learned, Ellen",A,Contralto
10581*,"Wheeler, William",A,Tenor
10581*,"Jahn, Edmund A.",A,Bass
9004*4,"Nordica, Lillian",S,Soprano
668*1,"Nordica, Lillian",S,Soprano
668*1,"Simmons, E. Romayne",A,Piano
668*2,"Nordica, Lillian",S,Soprano
668*2,"Simmons, E. Romayne",A,Piano
8992*,"Nordica, Lillian",S,Soprano
8992*,"Simmons, E. Romayne",A,Piano
462*3,"Nordica, Lillian",S,Soprano
462*3,"Simmons, E. Romayne",A,Piano
619*,"Nordica, Lillian",S,Soprano
619*,"Simmons, E. Romayne",A,Piano
51051*,"Friedheim, Arthur",S,Piano
51057*,Macdowell Chorus,A,Womens Chorus
51057*,"Sealy, Frank L.",A,Organ
51051*,"Friedheim, Arthur",S,Piano
51057*,Macdowell Chorus,A,Womens Chorus
51057*,"Sealy, Frank L.",A,Organ
2068*,"Parlow, Kathleen",S,Violin
2068*,"Parlow, Kathleen",S,Violin
7149*,"Miller, Christine",S,Vocalist
7142*1,"Miller, Christine",S,Vocalist
6209*,"Lhevinne, Josef",S,Piano
6209*,"Lhevinne, Josef",S,Piano
3548*,"Backhaus, Wilhelm",S,Piano
3548*,"Backhaus, Wilhelm",S,Piano
3548*,"Lhevinne, Josef",S,Piano
551*,"Bauer, Harold",S,Piano
6209*,"Lhevinne, Josef",S,Piano
2068*,"Parlow, Kathleen",S,Violin
698*,Oratorio Society of Toronto,S,Chorus
702*,Oratorio Society of Toronto,S,Chorus
707*,Oratorio Society of Toronto,S,Chorus
707*,"Williams, Evan",S,Tenor
707*,"Green, Marion",S,Bass
52506*,Oratorio Society of Toronto,S,Chorus
52506*,"Stevenson, Lucille Tewksbury",S,Soprano
52506*,"Van Der Veer, Nevada",S,Alto
52506*,"Williams, Evan",S,Tenor
52506*,"Green, Marion",S,Bass
52506*,"Bagshaw, May",A,Soprano
52506*,"Fitzgerald, M. G.",A,Contralto
52506*,"Brown, W. E. Gladstone",A,Tenor
52506*,"Milne, Harry",A,Bass
52506*,"Turner, Beatrice",A,Organ
6209*,"Lhevinne, Josef",S,Piano
4073*,"Zimbalist, Efrem",S,Violin
4073*,"Zimbalist, Efrem",S,Violin
380*,"Gallico, Paolo",S,Piano
380*,"Fraemcke, August",S,Piano
380*,"Gallico, Paolo",S,Piano
380*,"Fraemcke, August",S,Piano
9001*7,"Rennyson, Gertrude",S,Vocalist
9001*7,"Braun, J.F.",S,Vocalist
9003*4,"Rennyson, Gertrude",S,Vocalist
52551*5,"Mannes, David",S,Violin
9001*2,"Braun, J.F.",S,Vocalist
9001*2,"Rennyson, Gertrude",S,Vocalist
9003*4,"Rennyson, Gertrude",S,Vocalist
52551*5,"Mannes, David",S,Violin
551*,"Bauer, Harold",S,Piano
2068*,"Zimbalist, Efrem",S,Violin
616*,"Nordica, Lillian",S,Soprano
616*,"Simmons, E. Romayne",A,Piano
619*,"Nordica, Lillian",S,Soprano
619*,"Simmons, E. Romayne",A,Piano
628*,"Nordica, Lillian",S,Soprano
628*,"Simmons, E. Romayne",A,Piano
2830*,"Nordica, Lillian",S,Soprano
2830*,"Simmons, E. Romayne",A,Piano
9004*14,"Nordica, Lillian",S,Soprano
8849*10,"Bonci, Alessandro",S,Tenor
2856*2,"Bonci, Alessandro",S,Tenor
8849*10,"Bonci, Alessandro",S,Tenor
2856*2,"Bonci, Alessandro",S,Tenor
7086*,St. Cecilia Club,S,Chorus
7554*,St. Cecilia Club,S,Chorus
7618*,St. Cecilia Club,S,Chorus
52074*3,St. Cecilia Club,S,Chorus
10582*,St. Cecilia Club,S,Chorus
3685*,"Burstine, Arkadie",S,Violin
3208*1,"Bonci, Alessandro",S,Tenor
642*2,"Bonci, Alessandro",S,Tenor
2528*,"Hofmann, Josef",S,Piano
5755*,"Hofmann, Josef",S,Piano
6554*3,"Hofmann, Josef",S,Piano
641*,"Hutcheson, Ernest",S,Piano
641*,"Hutcheson, Ernest",S,Piano
10584*,"Consolo, Ernesto",S,Piano
641*,"Hutcheson, Ernest",S,Piano
52698*,"Teyte, Maggie",S,Soprano
52698*,"Fayer, Anton",A,Flute
52698*,Macdowell Chorus,A,Womens Chorus
2022*2,"Teyte, Maggie",S,Soprano
2022*2,"Harris, George, Jr.",S,Tenor
2022*2,Delamothe-Christin,S,Vocalist
2022*2,Macdowell Chorus,A,Chorus
9110*1,"Teyte, Maggie",S,Soprano
848*3,Macdowell Chorus,S,Chorus
848*4,"Hutchinson, Maude",A,Alto
848*4,"Howland, T.",A,Alto
848*4,Macdowell Chorus,S,Womens Chorus
848*7,"Teyte, Maggie",S,Soprano
848*8,"Teyte, Maggie",S,Soprano
848*20,Macdowell Chorus,S,Chorus
848*22,"Teyte, Maggie",S,Soprano
848*23,Macdowell Chorus,S,Womens Chorus
848*23,"Deis, Carl",A,Harmonium
3181*,"Ariani, Adriano",S,Piano
3181*,"Ariani, Adriano",S,Piano
54106*,"Goodson, Katharine",S,Piano
8952*1,"Liebling, Estelle",S,Soprano
8952*1,"Schmitt, Henry P.",A,Violin
52551*2,"Gerhardt, Elena",S,Soprano
52551*5,"Gerhardt, Elena",S,Soprano
52551*4,"Gerhardt, Elena",S,Soprano
6132*,"Gerhardt, Elena",S,Soprano
6400*,"Gerhardt, Elena",S,Soprano
6136*,"Gerhardt, Elena",S,Soprano
52551*2,"Gerhardt, Elena",S,Soprano
52551*5,"Gerhardt, Elena",S,Soprano
52551*4,"Gerhardt, Elena",S,Soprano
6132*,"Gerhardt, Elena",S,Soprano
6400*,"Gerhardt, Elena",S,Soprano
6136*,"Gerhardt, Elena",S,Soprano
53646*,"Ayres, Cecile",S,Piano
7455*,"Jomelli, Jeanne",S,Soprano
5448*1,"Jomelli, Jeanne",S,Soprano
694*,"Alda, Frances",S,Soprano
6505*1,"Alda, Frances",S,Soprano
641*,"Hutcheson, Ernest",S,Piano
6209*,"Lhevinne, Josef",S,Piano
5112*,"Schulz, Leo",S,Cello
2057*,"Schulz, Leo",S,Cello
51328*,"Kovarik, Josef J.",A,Viola
5112*,"Schulz, Leo",S,Cello
2057*,"Schulz, Leo",S,Cello
51328*,"Kovarik, Josef J.",A,Viola
52728*,"Barrere [Barrère], Georges",S,Flute
9173*2,"Barrere [Barrère], Georges",S,Flute
694*,"Alda, Frances",S,Soprano
6505*1,"Alda, Frances",S,Soprano
5112*,"Schulz, Leo",S,Cello
2057*,"Schulz, Leo",S,Cello
2451*,"Liebling, Max",A,Harpsichord
2451*,"Liebling, Max",A,Harpsichord
52502*,"Kubelik, Jan",S,Violin
52680*,"Kubelik, Jan",S,Violin
52502*,"Kubelik, Jan",S,Violin
52680*,"Kubelik, Jan",S,Violin
8409*,"Caspari, Frances",S,Soprano
8409*,"Weld, Frederick",S,Bass
8409*,"Wilson, Gilbert",S,Bass
52502*,"Kubelik, Jan",S,Violin
52680*,"Kubelik, Jan",S,Violin
52502*,"Kubelik, Jan",S,Violin
52680*,"Kubelik, Jan",S,Violin
52502*,"Kubelik, Jan",S,Violin
52680*,"Kubelik, Jan",S,Violin
9007*13,"Griswold, Putnam",S,Vocalist
9007*1,"Griswold, Putnam",S,Vocalist
52502*,"Kubelik, Jan",S,Violin
52680*,"Kubelik, Jan",S,Violin
52502*,"Kubelik, Jan",S,Violin
52680*,"Kubelik, Jan",S,Violin
52502*,"Kubelik, Jan",S,Violin
52680*,"Kubelik, Jan",S,Violin
51850*,Oratorio Society of New York,S,Chorus
7089*,"Earle, Hamilton",S,Vocalist
7089*,Oratorio Society of New York,S,Chorus
